RECALL_NUMBER,StartDate,EndDate,Incident_NumItems,Incident_UniqueProducts,Incident_BrandsInvolved,BrandList,Incident_Pathogen,Incident_Severity,Incident_DurationDays
14905,2022-03-27 15:57:00,2022-03-27 15:57:00,12,3,1,taylor shellfish canada ulc,microbiological (other),Class II,0
14904,2022-03-27 13:34:00,2022-03-27 13:34:00,5,4,1,pacific rim shellfish (2003) corporation,microbiological (other),Class II,0
14899,2022-03-25 10:55:00,2022-03-25 10:55:00,18,18,1,jimel's bakery,microbiological (pathogenic) salmonella,Class II,0
14908,2022-03-23 17:19:00,2022-03-23 17:19:00,1,1,1,stellar bay shellfish,microbiological (other),Class II,0
14895,2022-03-20 14:23:00,2022-03-20 14:23:00,7,3,1,stellar bay shellfish,microbiological (other),Class II,0
14888,2022-03-16 17:34:00,2022-03-16 17:34:00,1,1,1,golden medal(chinese characters only) / caractères chinois uniquement,microbiological (pathogenic) listeria,Class I,0
14854,2022-02-18 10:16:00,2022-02-18 10:16:00,1,1,1,none / aucune,microbiological (other),Class II,0
14863,2022-02-17 22:03:00,2022-02-17 22:03:00,20,8,1,abbott,"microbiological (other), microbiological (pathogenic) salmonella",Class I,0
14849,2022-02-09 04:50:00,2022-02-09 04:50:00,1,1,1,hampton house,microbiological (pathogenic) salmonella,Class II,0
14847,2022-02-06 21:05:00,2022-02-06 21:05:00,1,1,1,hankook (korean characters only / caractères coréens seulement),microbiological (pathogenic) e.coli o157:h7,Class I,0
14834,2022-01-28 18:09:00,2022-01-28 18:09:00,1,1,1,hankook (korean characters only / caractères coréens seulement),microbiological (pathogenic) e.coli o157:h7,Class I,0
14809,2022-01-24 16:51:00,2022-01-24 16:51:00,17,16,2,"hygaard fine foods ltd., quality fast foods",microbiological (pathogenic) listeria,Class I,0
14818,2022-01-18 17:07:00,2022-01-18 17:07:00,1,1,1,mahruse,microbiological (pathogenic) salmonella,Class II,0
14817,2022-01-17 15:38:00,2022-01-17 15:38:00,1,1,1,none / aucune,microbiological (pathogenic) salmonella,Class II,0
14814,2022-01-16 19:54:00,2022-01-16 19:54:00,1,1,1,mahruse,microbiological (pathogenic) salmonella,Class II,0
14873,2022-01-14 16:08:00,2022-01-14 16:08:00,14,14,8,"ducros, golden penny semovita, malta guiness, nestle nido / « nestle nido  », ola ola, ola-ola, titus, unknown",microbiological (pathogenic) salmonella,Class II,0
14813,2022-01-13 16:41:00,2022-01-13 16:41:00,14,14,8,"ducros, golden penny semovita, malta guiness, nestle nido / « nestle nido  », ola ola, ola-ola, titus, unknown",microbiological (pathogenic) salmonella,Class II,0
14807,2022-01-11 21:30:00,2022-01-11 21:30:00,2,1,1,none / aucune,microbiological (pathogenic) salmonella,Class I,0
14805,2022-01-11 14:23:00,2022-01-11 14:23:00,1,1,1,aoun,microbiological (pathogenic) salmonella,Class II,0
14779,2022-01-10 17:19:00,2022-01-10 17:19:00,1,1,1,aoun,microbiological (pathogenic) salmonella,Class II,0
14803,2022-01-07 20:24:00,2022-01-07 20:24:00,1,1,1,nourishment meals,microbiological (pathogenic) salmonella,Class I,0
14804,2022-01-07 17:01:00,2022-01-07 17:01:00,13,13,5,"dole, president choice / le choix du président, president's choice / le choix du président, presidents choice / le choix du président, presidents choice /le choix du président",microbiological (pathogenic) listeria,Class I,0
14799,2022-01-07 10:37:00,2022-01-07 10:37:00,1,1,1,moncton fish market,microbiological (pathogenic) clostridium botulinum,Class I,0
14796,2022-01-06 11:00:00,2022-01-06 11:00:00,1,1,1,mahruse,microbiological (pathogenic) salmonella,Class II,0
14802,2021-12-31 20:17:00,2021-12-31 20:17:00,4,4,1,save on foods,microbiological (pathogenic) salmonella,Class I,0
14792,2021-12-24 21:14:00,2021-12-24 21:14:00,4,4,1,none,microbiological (pathogenic) salmonella,Class I,0
14725,2021-12-22 16:52:00,2021-12-22 16:52:00,1,1,1,moncton fish market,microbiological (pathogenic) clostridium botulinum,Class I,0
14777,2021-12-21 16:33:00,2021-12-21 16:33:00,24,21,1,fresh express,microbiological (pathogenic) listeria,Class I,0
14771,2021-12-19 20:43:00,2021-12-19 20:43:00,3,1,1,alasko,microbiological (pathogenic) salmonella,Class I,0
14776,2021-12-18 21:23:00,2021-12-18 21:23:00,1,1,1,aoun,microbiological (pathogenic) salmonella,Class II,0
14773,2021-12-17 20:32:00,2021-12-17 20:32:00,1,1,1,fraser valley meats,microbiological (pathogenic) salmonella,Class II,0
14762,2021-12-14 09:34:00,2021-12-14 09:34:00,1,1,1,alasko,microbiological (pathogenic) salmonella,Class II,0
14761,2021-12-13 18:11:00,2021-12-13 18:11:00,1,1,1,taylor farms,microbiological (pathogenic) salmonella,Class II,0
14739,2021-12-02 15:22:00,2021-12-02 15:22:00,1,1,1,fromage de bellelay,microbiological (pathogenic) staphylococcus aureus,Class II,0
14692,2021-11-29 19:06:00,2021-11-29 19:06:00,2,2,1,great lakes goat dairy,microbiological (pathogenic) listeria,Class I,0
14726,2021-11-25 14:58:00,2021-11-25 14:58:00,1,1,1,jongilpoom,microbiological (pathogenic) listeria,Class I,0
14750,2021-11-24 14:56:00,2021-11-24 14:56:00,1,1,1,none,microbiological (pathogenic) salmonella,Class II,0
14704,2021-11-20 19:27:00,2021-11-20 19:27:00,2,1,1,alburj (arabic characters only / en caractères arabes uniquement),microbiological (pathogenic) salmonella,Class II,0
14938,2021-11-20 15:27:00,2021-11-20 15:27:00,1,1,1,going nuts,microbiological (pathogenic) salmonella,Class II,0
14705,2021-11-19 20:44:00,2021-11-19 20:44:00,6,5,3,"alburj (arabic characters only / en caractères arabes uniquement), algota, algota (arabic characters only / en caractères arabes uniquement)",microbiological (pathogenic) salmonella,Class II,0
14934,2021-11-19 20:34:00,2021-11-19 20:34:00,1,1,1,going nuts,microbiological (pathogenic) salmonella,Class II,0
14941,2021-11-19 19:17:00,2021-11-19 19:17:00,3,1,1,none / aucune,microbiological (pathogenic) salmonella,Class II,0
14720,2021-11-19 17:30:00,2021-11-19 17:30:00,1,1,1,elan,microbiological (pathogenic) salmonella,Class II,0
14710,2021-11-18 17:15:00,2021-11-18 17:15:00,1,1,1,kelly's,microbiological (pathogenic) salmonella,Class II,0
14709,2021-11-18 11:50:00,2021-11-18 11:50:00,3,1,2,"dad's organic market, greenboy foods",microbiological (pathogenic) salmonella,Class II,0
14708,2021-11-16 14:57:00,2021-11-16 14:57:00,1,1,1,tootsi,microbiological (pathogenic) salmonella,Class II,0
14700,2021-11-14 20:39:00,2021-11-14 20:39:00,1,1,1,jongilpoom,microbiological (pathogenic) listeria,Class I,0
14698,2021-11-11 17:39:00,2021-11-11 17:39:00,6,4,2,"alburj, alburj (arabic characters only / en caractères arabes uniquement)",microbiological (pathogenic) salmonella,Class II,0
14670,2021-11-09 20:20:00,2021-11-09 20:20:00,4,3,2,"alburj, alburj (arabic characters only / en caractères arabes uniquement)",microbiological (pathogenic) salmonella,Class II,0
14744,2021-11-09 15:15:00,2021-11-09 15:15:00,1,1,1,mvp,microbiological (pathogenic) salmonella,Class I,0
14833,2021-11-09 14:12:00,2021-11-09 14:12:00,1,1,1,none / aucune,microbiological (pathogenic) salmonella,Class II,0
14684,2021-11-09 11:00:00,2021-11-09 11:00:00,7,2,1,arcadia microgreens,microbiological (pathogenic) salmonella,Class II,0
14688,2021-11-08 20:59:00,2021-11-08 20:59:00,2,2,1,broadwood farm,microbiological (pathogenic) salmonella,Class II,0
14686,2021-11-08 20:50:00,2021-11-08 20:50:00,1,1,1,prairie microgreens,microbiological (pathogenic) salmonella,Class II,0
14685,2021-11-08 16:15:00,2021-11-08 16:15:00,1,1,1,terrafibre,microbiological (pathogenic) salmonella,Class II,0
14677,2021-11-08 16:00:00,2021-11-08 16:00:00,2,2,1,la daria,microbiological (quality) generic e.coli,Class II,0
14681,2021-11-07 14:27:00,2021-11-07 14:27:00,4,4,2,"carleton, pc organics / pc biologique",microbiological (pathogenic) listeria,Class I,0
14680,2021-11-06 09:00:00,2021-11-06 09:00:00,4,1,1,mumm's sprouting seeds,microbiological (pathogenic) salmonella,Class II,0
14671,2021-11-03 17:00:00,2021-11-03 17:00:00,2,1,1,jongilpoom,microbiological (pathogenic) listeria,Class I,0
14676,2021-11-03 15:37:00,2021-11-03 15:37:00,2,1,1,gordon choice / gordon choix,microbiological (pathogenic) salmonella,Class I,0
14674,2021-10-28 16:38:00,2021-10-28 16:38:00,5,3,2,"mvp, pier-c",microbiological (pathogenic) salmonella,Class I,0
14665,2021-10-28 16:15:00,2021-10-28 16:15:00,1,1,1,riga farms,microbiological (pathogenic) salmonella,Class I,0
14655,2021-10-28 10:29:00,2021-10-28 10:29:00,1,1,1,dorsey,microbiological (pathogenic) salmonella,Class I,0
14667,2021-10-27 17:34:00,2021-10-27 17:34:00,2,1,1,goodfood,microbiological (pathogenic) salmonella,Class I,0
14663,2021-10-27 12:56:00,2021-10-27 12:56:00,1,1,1,jongilpoom,microbiological (pathogenic) listeria,Class I,0
14662,2021-10-25 16:35:00,2021-10-25 16:35:00,1,1,1,none- prepared for metro brands/aucune-préparé pour les marques metro,microbiological (pathogenic) listeria,Class I,0
14646,2021-10-22 13:26:00,2021-10-22 13:26:00,3,1,1,gwillimdale farms,microbiological (pathogenic) salmonella,Class I,0
14653,2021-10-21 16:05:00,2021-10-21 16:05:00,2,2,1,imperial fresh,microbiological (pathogenic) salmonella,Class I,0
14652,2021-10-21 16:05:00,2021-10-21 16:05:00,1,1,1,various / variée,microbiological (pathogenic) salmonella,Class I,0
14651,2021-10-21 16:05:00,2021-10-21 16:05:00,1,1,1,variée / various,microbiological (pathogenic) salmonella,Class I,0
14650,2021-10-21 16:05:00,2021-10-21 16:05:00,3,1,3,"rio blue, rio valley, sierra madre",microbiological (pathogenic) salmonella,Class I,0
14649,2021-10-21 16:05:00,2021-10-21 16:05:00,2,2,1,prosource,microbiological (pathogenic) salmonella,Class I,0
14631,2021-10-15 14:14:00,2021-10-15 14:14:00,1,1,1,allspices food,microbiological (other),Class III,0
14626,2021-10-13 20:44:00,2021-10-13 20:44:00,1,1,1,jongilpoom,microbiological (pathogenic) listeria,Class I,0
14616,2021-10-08 09:12:00,2021-10-08 09:12:00,1,1,1,deon oyster company limited,microbiological (quality) generic e.coli,Class II,0
14614,2021-10-05 15:48:00,2021-10-05 15:48:00,2,2,1,olivera,microbiological (pathogenic) clostridium botulinum,Class I,0
14605,2021-09-29 17:20:00,2021-09-29 17:20:00,2,2,1,fumoirs gosselin smokehouses,microbiological (pathogenic) listeria,Class I,0
14602,2021-09-24 16:48:00,2021-09-24 16:48:00,1,1,1,unisoya,microbiological (pathogenic) listeria,Class I,0
14601,2021-09-24 13:50:00,2021-09-24 13:50:00,1,1,1,european butcher,microbiological (pathogenic) listeria,Class I,0
14597,2021-09-17 19:13:00,2021-09-17 19:13:00,1,1,1,silver maple,microbiological (pathogenic) listeria,Class II,0
14588,2021-09-16 20:00:00,2021-09-16 20:00:00,1,1,1,jongilpoom,microbiological (pathogenic) listeria,Class I,0
14575,2021-09-16 14:23:00,2021-09-16 14:23:00,3,3,1,president's choice / le choix du président,microbiological (undetermined),Class III,0
14571,2021-09-10 17:36:00,2021-09-10 17:36:00,1,1,1,none / aucune,microbiological (pathogenic) listeria,Class II,0
14585,2021-09-08 18:02:00,2021-09-08 18:02:00,2,2,1,european butcher,microbiological (pathogenic) listeria,Class I,0
14574,2021-09-06 20:54:00,2021-09-06 20:54:00,1,1,1,european butcher,microbiological (pathogenic) listeria,Class I,0
14583,2021-09-06 18:43:00,2021-09-06 18:43:00,13,11,1,eat smart,microbiological (pathogenic) listeria,Class I,0
14563,2021-08-30 20:52:00,2021-08-30 20:52:00,1,1,1,soo,microbiological (pathogenic) listeria,Class II,0
14578,2021-08-30 16:40:00,2021-08-30 16:40:00,2,2,1,veggie foodle,microbiological (pathogenic) listeria,Class I,0
14572,2021-08-26 21:09:00,2021-08-26 21:09:00,9,8,2,"curation foods, eat smart",microbiological (pathogenic) listeria,Class I,0
14559,2021-08-24 10:29:00,2021-08-24 10:29:00,1,1,1,eat smart,microbiological (pathogenic) listeria,Class I,0
14562,2021-08-23 17:28:00,2021-08-23 17:28:00,1,1,1,mr. porky original scratchings,microbiological (pathogenic) salmonella,Class II,0
14557,2021-08-20 21:24:00,2021-08-20 21:24:00,1,1,1,veggie foodle,microbiological (pathogenic) listeria,Class I,0
14554,2021-08-18 18:04:00,2021-08-18 18:04:00,1,1,1,ying ying soy food,microbiological (pathogenic) salmonella,Class I,0
14577,2021-08-13 18:50:00,2021-08-13 18:50:00,4,4,1,hartland valufoods,microbiological (pathogenic) listeria,Class I,0
14552,2021-08-13 14:05:00,2021-08-13 14:05:00,25,25,2,"none / aucune, none /aucune",microbiological (pathogenic) listeria,Class I,0
14576,2021-08-13 12:21:00,2021-08-13 12:21:00,2,2,1,randsland,microbiological (pathogenic) listeria,Class I,0
14940,2021-08-04 19:28:00,2021-08-04 19:28:00,1,1,1,cahill's,microbiological (pathogenic) listeria,Class I,0
14531,2021-08-04 11:50:00,2021-08-04 11:50:00,1,1,1,luigi guffanti,microbiological (pathogenic) staphylococcus aureus,Class II,0
14526,2021-08-01 20:05:00,2021-08-01 20:05:00,2,2,1,harvest fresh,microbiological (pathogenic) listeria,Class I,0
14523,2021-07-30 16:59:00,2021-07-30 16:59:00,2,2,2,"pinwheel, wellington brewery",microbiological (quality) yeasts,Class III,0
14529,2021-07-30 13:01:00,2021-07-30 13:01:00,6,6,4,"choix du président / president's choice, compliments, irrésistibles / irresistibles, nature's touch",microbiological (other),Class I,0
14497,2021-07-30 11:56:00,2021-07-30 11:56:00,1,1,1,luigi guffanti,microbiological (pathogenic) staphylococcus aureus,Class II,0
14520,2021-07-27 18:30:00,2021-07-27 18:30:00,1,1,1,cahills,microbiological (pathogenic) listeria,Class I,0
14519,2021-07-27 14:53:00,2021-07-27 14:53:00,17,6,1,al-rabih,microbiological (pathogenic) salmonella,Class II,0
14517,2021-07-27 11:34:00,2021-07-27 11:34:00,1,1,1,frank's redhot,microbiological (pathogenic) salmonella,Class II,0
14515,2021-07-24 18:42:00,2021-07-24 18:42:00,1,1,1,harvest fresh,microbiological (pathogenic) listeria,Class I,0
14514,2021-07-23 20:17:00,2021-07-23 20:17:00,2,2,1,cahill's,microbiological (pathogenic) listeria,Class I,0
14513,2021-07-23 18:01:00,2021-07-23 18:01:00,17,6,1,al-rabih,microbiological (pathogenic) salmonella,Class II,0
14511,2021-07-23 14:33:00,2021-07-23 14:33:00,1,1,1,pc,microbiological (quality) generic e.coli,Class II,0
14507,2021-07-23 13:10:00,2021-07-23 13:10:00,1,1,1,gusta,microbiological (pathogenic) listeria,Class I,0
14500,2021-07-17 16:34:00,2021-07-17 16:34:00,1,1,1,la bella contadina,microbiological (pathogenic) listeria,Class I,0
14495,2021-07-13 18:49:00,2021-07-13 18:49:00,1,1,1,la bella contadina,microbiological (pathogenic) listeria,Class I,0
14490,2021-07-11 18:30:00,2021-07-11 18:30:00,1,1,1,unjhaspice,microbiological (pathogenic) salmonella,Class II,0
14480,2021-07-05 13:38:00,2021-07-05 13:38:00,2,1,1,al-rabih,microbiological (pathogenic) salmonella,Class II,0
14457,2021-07-02 10:20:00,2021-07-02 10:20:00,1,1,1,gestus,microbiological (undetermined),Class II,0
14474,2021-06-28 15:27:00,2021-06-28 15:27:00,1,1,1,dole,microbiological (cyclospora),Class II,0
14470,2021-06-25 18:17:00,2021-06-25 18:17:00,1,1,1,al-rabih,microbiological (pathogenic) salmonella,Class II,0
14467,2021-06-25 15:09:00,2021-06-25 15:09:00,3,1,1,dole,microbiological (cyclospora),Class II,0
14465,2021-06-23 13:51:00,2021-06-23 13:51:00,1,1,1,al-rabih,microbiological (pathogenic) salmonella,Class II,0
14452,2021-06-14 17:10:00,2021-06-14 17:10:00,1,1,1,al-rabih,microbiological (pathogenic) salmonella,Class II,0
14451,2021-06-14 10:35:00,2021-06-14 10:35:00,2,1,2,"barstool, sweet island",microbiological (quality) generic e.coli,Class II,0
14413,2021-05-20 15:01:00,2021-05-20 15:01:00,2,2,1,johnsonville,microbiological (quality) molds,Class III,0
14404,2021-05-13 15:59:00,2021-05-13 15:59:00,1,1,1,baman,microbiological (quality) molds,Class III,0
14406,2021-05-12 20:00:00,2021-05-12 20:00:00,1,1,1,castel regio,microbiological (pathogenic) listeria,Class I,0
14393,2021-05-07 19:12:00,2021-05-07 19:12:00,1,1,1,golden mushroom,microbiological (pathogenic) listeria,Class I,0
14373,2021-04-22 14:15:00,2021-04-22 14:15:00,1,1,1,original two-bite,microbiological (quality) molds,Class III,0
14357,2021-04-15 14:39:00,2021-04-15 14:39:00,1,1,1,none / aucune - lavergne w beef,microbiological (quality) generic e.coli,Class II,0
14349,2021-04-07 14:45:00,2021-04-07 14:45:00,1,1,1,leadbetters,microbiological (quality) acc,Class III,0
14340,2021-03-30 13:58:00,2021-03-30 13:58:00,1,1,1,north shore,microbiological (pathogenic) clostridium botulinum,Class I,0
14314,2021-03-26 19:35:00,2021-03-26 19:35:00,3,3,2,"kolapore springs, north shore",microbiological (pathogenic) clostridium botulinum,Class I,0
14298,2021-03-20 13:25:00,2021-03-20 13:25:00,2,1,1,ser lumière,microbiological (other),Class II,0
14276,2021-03-12 12:45:00,2021-03-12 12:45:00,1,1,1,new grist,microbiological (quality) yeasts,Class III,0
14264,2021-03-05 15:32:00,2021-03-05 15:32:00,1,1,1,new grist,microbiological (quality) yeasts,Class III,0
14232,2021-02-10 18:24:00,2021-02-10 18:24:00,1,1,1,one ocean,microbiological (pathogenic) listeria,Class I,0
14227,2021-02-08 09:10:00,2021-02-08 09:10:00,1,1,1,pastene,microbiological (undetermined),Class III,0
14222,2021-02-03 10:35:00,2021-02-03 10:35:00,2,1,1,casa italia,microbiological (undetermined),Class III,0
14203,2021-02-01 13:05:00,2021-02-01 13:05:00,2,1,1,panache,microbiological (other),Class III,0
14215,2021-02-01 13:03:00,2021-02-01 13:03:00,2,2,1,solstice ciderworks,microbiological (other),Class III,0
14207,2021-01-27 17:50:00,2021-01-27 17:50:00,1,1,1,one ocean,microbiological (pathogenic) listeria,Class I,0
14139,2021-01-22 09:20:00,2021-01-22 09:20:00,2,2,1,clover leaf,microbiological (pathogenic) clostridium botulinum,Class I,0
14188,2021-01-19 15:37:00,2021-01-19 15:37:00,1,1,1,st. francis herb farm 52 fields,"microbiological (other), microbiological (quality) molds",Class III,0
14184,2021-01-18 13:10:00,2021-01-18 13:10:00,1,1,1,farma elassonas,microbiological (quality) generic e.coli,Class II,0
14178,2021-01-14 12:51:00,2021-01-14 12:51:00,1,1,1,harvest meats,microbiological (other),Class II,0
14177,2021-01-14 00:00:00,2021-01-14 00:00:00,9,5,1,7-eleven,microbiological (pathogenic) listeria,Class I,0
14169,2021-01-08 21:08:00,2021-01-08 21:08:00,1,1,1,belle grove,microbiological (pathogenic) clostridium botulinum,Class I,0
14149,2020-12-22 13:40:00,2020-12-22 13:40:00,14,12,4,"assala, compliments, levitts, the deli-shop / le petit charcutier",microbiological (pathogenic) listeria,Class I,0
14066,2020-12-17 12:30:00,2020-12-17 12:30:00,3,3,1,president's choice / le choix du président,microbiological (other),Class III,0
14143,2020-12-15 17:25:00,2020-12-15 17:25:00,3,3,2,"compliments, levitts",microbiological (pathogenic) listeria,Class I,0
14141,2020-12-12 10:06:00,2020-12-12 10:06:00,3,3,2,"farmer john eyking, nova eggs / les œufs nova",microbiological (pathogenic) salmonella,Class II,0
14136,2020-12-07 16:30:00,2020-12-07 16:30:00,4,4,2,"compliments, levitts",microbiological (pathogenic) listeria,Class I,0
14135,2020-12-06 22:58:00,2020-12-06 22:58:00,4,3,2,"compliments, the deli-shop / petit charcutier",microbiological (pathogenic) listeria,Class I,0
14119,2020-11-27 22:04:00,2020-11-27 22:04:00,21,17,1,metro,microbiological (pathogenic) salmonella,Class II,0
14111,2020-11-26 15:05:00,2020-11-26 15:05:00,2,1,1,fresh attitude fraîche,microbiological (pathogenic) salmonella,Class II,0
