BrandName,TotalRecalls,UniqueProducts,UniquePathogens,YearsActive,DominantPathogen,DominantClass,DominantSeason,FirstRecall,LastRecall,AvgDaysBetweenRecalls,ClassI,ClassII,ClassIII,UnknownClass,ClassI_Pct,ClassII_Pct,ClassIII_Pct,UnknownClass_Pct
Nortown,11,9,1,2,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-12,2019-10-15,232.5,11,0,0,0,100.0,0.0,0.0,0.0
Medicine Hat Wholesale,11,7,1,2,microbiological (pathogenic) listeria,Class I,Spring,2013-06-18,2014-03-17,24.6,11,0,0,0,100.0,0.0,0.0,0.0
Save On Foods,11,11,2,3,microbiological (pathogenic) salmonella,Class I,Fall,2019-10-11,2023-11-14,135.8,6,5,0,0,54.55,45.45,0.0,0.0
Bio-Life,11,11,1,1,microbiological (pathogenic) listeria,Class I,Winter,2011-12-17,2011-12-17,0.0,11,0,0,0,100.0,0.0,0.0,0.0
Greaves,10,10,1,1,microbiological (quality) molds,Class III,Winter,2014-12-09,2014-12-09,0.0,0,0,10,0,0.0,0.0,100.0,0.0
Atlantic Shellfish Products Inc.,10,5,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2016-09-05,2016-09-12,0.6,0,10,0,0,0.0,100.0,0.0,0.0
Helados La Tapatia,10,10,1,1,microbiological (pathogenic) listeria,Class III,Spring,2014-03-20,2014-03-20,0.0,0,0,10,0,0.0,0.0,100.0,0.0
The Healthy Butcher,10,10,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Summer,2015-07-18,2015-07-19,0.0,10,0,0,0,100.0,0.0,0.0,0.0
Sunridge Distributors,10,6,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-13,2014-03-17,0.3,10,0,0,0,100.0,0.0,0.0,0.0
Levitts,10,6,1,1,microbiological (pathogenic) listeria,Class I,Winter,2020-12-07,2020-12-22,1.4,10,0,0,0,100.0,0.0,0.0,0.0
Mann'S Organic / Mann'S Biologique,10,5,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-11-03,2019-11-03,0.0,10,0,0,0,100.0,0.0,0.0,0.0
Deschamps,10,10,1,1,microbiological (pathogenic) listeria,Class I,Fall,2011-11-11,2011-11-22,1.1,10,0,0,0,100.0,0.0,0.0,0.0
Irresistibles,10,8,3,3,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-17,2022-07-25,378.2,6,0,4,0,60.0,0.0,40.0,0.0
"Stock-In-Trade, Butcher & Kitchen",10,10,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-25,2019-10-25,0.0,10,0,0,0,100.0,0.0,0.0,0.0
Calahoo Meats,10,9,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-16,2012-10-11,2.4,10,0,0,0,100.0,0.0,0.0,0.0
Maranatha,10,8,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2014-08-19,2014-08-20,0.1,0,10,0,0,0.0,100.0,0.0,0.0
Frankly Fresh Salads,10,6,2,2,microbiological (pathogenic) salmonella,Class II,Fall,2017-03-23,2023-11-30,244.2,4,6,0,0,40.0,60.0,0.0,0.0
Burger King,10,4,1,2,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-26,2013-01-13,10.9,10,0,0,0,100.0,0.0,0.0,0.0
Centennial Foodservice Est 672,10,6,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,10,0,0,0,100.0,0.0,0.0,0.0
Pc Organics / Pc Biologique,10,10,2,2,microbiological (other),Class II,Spring,2018-05-25,2021-11-07,126.1,1,9,0,0,10.0,90.0,0.0,0.0
Adm Milling,10,10,1,1,microbiological (quality) molds,Class III,Fall,2015-11-17,2015-11-17,0.0,0,0,10,0,0.0,0.0,100.0,0.0
Country Morning Gold,10,10,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-17,2012-03-17,0.0,10,0,0,0,100.0,0.0,0.0,0.0
Royal Crown Meats,10,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-17,2019-10-17,0.0,10,0,0,0,100.0,0.0,0.0,0.0
Wholesome Harvest Baking,9,8,1,1,microbiological (quality) molds,Class III,Fall,2015-11-17,2015-11-17,0.0,0,0,9,0,0.0,0.0,100.0,0.0
Beaupré,9,8,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Summer,2012-07-30,2012-07-30,0.0,0,9,0,0,0.0,100.0,0.0,0.0
None / Aucune – Pat Central Market,9,6,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-23,1.4,9,0,0,0,100.0,0.0,0.0,0.0
Italissima,9,6,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-13,2014-03-17,0.3,9,0,0,0,100.0,0.0,0.0,0.0
Smith'S Quality Meats,9,8,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-30,2012-09-30,0.0,9,0,0,0,100.0,0.0,0.0,0.0
Okanagan'S Choice Cheese,9,8,1,2,microbiological (pathogenic) listeria,Class I,Spring,2013-06-20,2014-03-17,29.9,9,0,0,0,100.0,0.0,0.0,0.0
Gpm,9,5,1,2,microbiological (pathogenic) listeria,Class I,Spring,2018-06-06,2019-05-04,36.8,9,0,0,0,100.0,0.0,0.0,0.0
Canada Herb,9,6,2,4,microbiological (pathogenic) salmonella,Class II,Fall,2015-10-07,2019-02-19,136.7,0,9,0,0,0.0,100.0,0.0,0.0
Sun Rich,9,4,1,1,microbiological (pathogenic) listeria,Class I,Spring,2015-04-29,2015-04-29,0.0,9,0,0,0,100.0,0.0,0.0,0.0
Pc Organics,9,8,1,1,microbiological (pathogenic) listeria,Class I,Winter,2016-01-22,2016-01-22,0.0,9,0,0,0,100.0,0.0,0.0,0.0
Gng Food Service Inc.,9,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2013-01-29,2013-02-05,0.7,9,0,0,0,100.0,0.0,0.0,0.0
Organic Matters,9,4,1,3,microbiological (pathogenic) salmonella,Class II,Spring,2016-05-13,2019-03-21,115.7,0,9,0,0,0.0,100.0,0.0,0.0
Ranch Brand,9,9,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,9,0,0,0,100.0,0.0,0.0,0.0
7-Eleven,9,5,1,1,microbiological (pathogenic) listeria,Class I,Winter,2021-01-14,2021-01-14,0.0,9,0,0,0,100.0,0.0,0.0,0.0
Premiere Moisson,9,9,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-09-12,2019-09-12,0.0,9,0,0,0,100.0,0.0,0.0,0.0
Distribution Sl,9,7,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2014-12-17,2014-12-17,0.0,0,9,0,0,0.0,100.0,0.0,0.0
Market Pantry,9,4,1,1,microbiological (pathogenic) listeria,Class I,Fall,2013-10-23,2013-11-03,1.2,9,0,0,0,100.0,0.0,0.0,0.0
Kitchen Essentials / Les Essentiels De La Cuisine,9,5,2,2,microbiological (pathogenic) listeria,Class I,Spring,2014-03-13,2017-04-14,125.3,8,1,0,0,88.89,11.11,0.0,0.0
Vip Caviar Club,9,6,1,2,microbiological (pathogenic) clostridium botulinum,Class I,Winter,2017-11-25,2018-01-31,7.3,9,0,0,0,100.0,0.0,0.0,0.0
Kml Meat Processors Ltd.,9,7,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Summer,2016-06-30,2016-06-30,0.0,9,0,0,0,100.0,0.0,0.0,0.0
Monsieur Émile Smokehouse,8,5,1,1,microbiological (pathogenic) listeria,Class I,Fall,2018-10-03,2018-10-03,0.0,8,0,0,0,100.0,0.0,0.0,0.0
S/O,8,8,1,2,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-04-06,2012-09-27,67.5,8,0,0,0,100.0,0.0,0.0,0.0
Tifco,8,5,1,1,microbiological (pathogenic) listeria,Class I,Fall,2011-11-04,2011-12-17,5.2,8,0,0,0,100.0,0.0,0.0,0.0
Elite Salads,8,3,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2015-02-10,2015-03-10,3.4,8,0,0,0,100.0,0.0,0.0,0.0
Iga Extra,8,8,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,8,0,0,0,100.0,0.0,0.0,0.0
Pic-A-Pop,8,8,1,1,"microbiological (quality) molds, microbiological (quality) yeasts",Class III,Spring,2022-04-22,2022-04-22,0.0,0,0,8,0,0.0,0.0,100.0,0.0
Sysco Classic,8,7,1,1,microbiological (pathogenic) e.coli,Class II,Spring,2017-04-25,2017-06-02,4.8,0,8,0,0,0.0,100.0,0.0,0.0
Honeyman'S Beef Purveyors,8,6,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,8,0,0,0,100.0,0.0,0.0,0.0
Central Foods Co.,8,8,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2023-11-17,2023-11-17,0.0,0,8,0,0,0.0,100.0,0.0,0.0
Barber Foods,8,6,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2015-07-13,2015-07-17,0.5,8,0,0,0,100.0,0.0,0.0,0.0
Good To Go,8,4,1,1,microbiological (quality) molds,Class III,Winter,2020-01-15,2020-01-15,0.0,0,0,8,0,0.0,0.0,100.0,0.0
Charles Arnaud,8,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Spring,2015-05-19,2015-05-19,0.0,0,8,0,0,0.0,100.0,0.0,0.0
Lee'S Tea,8,5,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2019-03-27,2019-03-27,0.0,0,8,0,0,0.0,100.0,0.0,0.0
Silani,8,2,1,1,microbiological (quality) generic e.coli,Class II,Spring,2020-02-13,2020-03-03,2.2,0,8,0,0,0.0,100.0,0.0,0.0
Rosemount Sales & Marketing,8,8,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-09-30,2019-09-30,0.0,0,8,0,0,0.0,100.0,0.0,0.0
Sysco Fine Meats,8,7,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,8,0,0,0,100.0,0.0,0.0,0.0
Starsky,8,7,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-21,1.2,8,0,0,0,100.0,0.0,0.0,0.0
Mt Brydges Abattoir,8,8,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,8,0,0,0,100.0,0.0,0.0,0.0
Purefit,8,2,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2012-10-16,2012-10-19,0.2,8,0,0,0,100.0,0.0,0.0,0.0
Great Value,8,4,2,2,microbiological (pathogenic) e.coli,Class II,Fall,2017-04-25,2020-10-07,157.6,0,8,0,0,0.0,100.0,0.0,0.0
Jongilpoom,8,2,1,2,microbiological (pathogenic) listeria,Class I,Fall,2019-07-05,2021-11-25,109.2,7,0,1,0,87.5,0.0,12.5,0.0
Yanni,8,8,1,1,microbiological (pathogenic) listeria,Class I,Fall,2015-09-17,2015-09-17,0.0,8,0,0,0,100.0,0.0,0.0,0.0
Union Bay Seafood Ltd.,8,8,2,3,microbiological (other),Class II,Summer,2017-07-12,2022-04-06,216.1,0,6,2,0,0.0,75.0,25.0,0.0
Best Value,8,7,2,2,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-15,2017-12-27,264.1,8,0,0,0,100.0,0.0,0.0,0.0
Culinary Creations Gourmet,8,4,1,1,microbiological (pathogenic) listeria,Class I,Spring,2018-04-10,2018-04-18,0.9,8,0,0,0,100.0,0.0,0.0,0.0
Stellar Bay Shellfish,8,4,1,1,microbiological (other),Class II,Spring,2022-03-20,2022-03-23,0.4,0,8,0,0,0.0,100.0,0.0,0.0
Valley Produce Plus,7,6,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-13,2014-03-17,0.4,7,0,0,0,100.0,0.0,0.0,0.0
Fjord Laks,7,6,2,1,microbiological (pathogenic) clostridium botulinum,Class I,Summer,2016-01-30,2016-07-04,22.1,7,0,0,0,100.0,0.0,0.0,0.0
Flamingo,7,7,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-09-30,2019-09-30,0.0,0,7,0,0,0.0,100.0,0.0,0.0
Freshfun Fantastic,7,7,1,1,microbiological (pathogenic) listeria,Class I,Winter,2023-02-13,2023-02-13,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Sheridan Specialties,7,7,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Limited Edition,7,3,1,2,microbiological (pathogenic) salmonella,Class II,Fall,2011-09-29,2015-09-09,205.9,0,7,0,0,0.0,100.0,0.0,0.0
Coaticook,7,3,1,1,microbiological (pathogenic) listeria,Class I,Winter,2019-12-16,2019-12-16,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Fresh Sprouts,7,3,3,3,microbiological (pathogenic) salmonella,Class II,Summer,2013-09-06,2020-03-10,339.6,0,5,2,0,0.0,71.43,28.57,0.0
Jeanie Marshal Foods,7,3,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2013-10-07,2013-10-07,0.0,0,7,0,0,0.0,100.0,0.0,0.0
Euromax Foods,7,7,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Winter,2011-12-16,2011-12-16,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Fresh Is Best Salsa & Co.,7,7,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2020-08-07,2020-08-07,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Achva,7,6,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2018-11-28,2018-11-28,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Love Child Organics,7,7,1,1,microbiological (other),Class II,Spring,2018-05-25,2018-05-25,0.0,0,7,0,0,0.0,100.0,0.0,0.0
Revive Superfoods,7,7,1,1,microbiological (other),Class II,Summer,2022-06-17,2022-06-17,0.0,0,7,0,0,0.0,100.0,0.0,0.0
Mann'S Power Blend,7,3,1,1,microbiological (pathogenic) listeria,Class I,Fall,2017-10-19,2017-10-19,0.0,7,0,0,0,100.0,0.0,0.0,0.0
49Th Parallel Grocery,7,7,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-05,2012-10-05,0.0,7,0,0,0,100.0,0.0,0.0,0.0
White Valley,7,5,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Summer,2011-08-10,2011-08-12,0.3,7,0,0,0,100.0,0.0,0.0,0.0
Aucun / None,7,7,4,4,microbiological (other),Class I,Fall,2012-10-03,2019-11-13,371.0,4,0,3,0,57.14,0.0,42.86,0.0
Aucune / None,7,6,2,2,microbiological (pathogenic) salmonella,Class II,Winter,2020-08-20,2024-01-12,177.1,0,7,0,0,0.0,100.0,0.0,0.0
River City,7,4,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-13,2014-03-17,0.4,7,0,0,0,100.0,0.0,0.0,0.0
Arcadia Microgreens,7,2,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2021-11-09,2021-11-09,0.0,0,7,0,0,0.0,100.0,0.0,0.0
Prima,7,3,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2020-08-22,2020-08-26,0.4,7,0,0,0,100.0,0.0,0.0,0.0
Woodward Meat Purveyors,7,7,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Neilson,7,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-03,2016-06-05,0.1,7,0,0,0,100.0,0.0,0.0,0.0
Freson Bros.,7,7,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-21,2012-10-16,3.6,7,0,0,0,100.0,0.0,0.0,0.0
Wawona,7,6,2,2,microbiological (pathogenic) salmonella,Class I,Summer,2014-07-21,2020-08-22,317.7,7,0,0,0,100.0,0.0,0.0,0.0
Westcan Foods,7,4,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-02-25,2014-03-17,2.7,7,0,0,0,100.0,0.0,0.0,0.0
Gelsius,7,4,1,2,microbiological (other),Class III,Summer,2017-06-20,2019-06-19,104.1,2,1,4,0,28.57,14.29,57.14,0.0
Griffith Foods,7,7,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2020-10-02,2020-10-02,0.0,0,7,0,0,0.0,100.0,0.0,0.0
Igor,7,6,1,2,microbiological (pathogenic) listeria,Class I,Summer,2013-07-30,2022-12-27,491.0,7,0,0,0,100.0,0.0,0.0,0.0
Alimplus Inc.,7,6,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-09-27,2019-09-30,0.3,0,7,0,0,0.0,100.0,0.0,0.0
Below Zero,7,6,1,2,microbiological (other),Class III,Summer,2017-06-27,2022-05-15,254.7,1,1,5,0,14.29,14.29,71.43,0.0
Summersweet Fine Foods,7,6,1,1,microbiological (pathogenic) listeria,Class I,Spring,2011-04-15,2011-04-15,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Stahlbush Island Farms,7,4,1,1,microbiological (pathogenic) listeria,Class I,Spring,2016-05-06,2016-05-19,1.7,7,0,0,0,100.0,0.0,0.0,0.0
Big B,7,2,1,1,microbiological (pathogenic) listeria,Class I,Winter,2015-01-07,2015-01-09,0.1,7,0,0,0,100.0,0.0,0.0,0.0
Fuge Fine Meat,7,7,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2018-04-27,2018-04-27,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Sunterra Market,7,7,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2012-08-30,2012-08-30,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Globe Meats Fresh Market And Grill,7,7,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-04,2019-10-04,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Chatel,7,7,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,7,0,0,0,100.0,0.0,0.0,0.0
Solo Gi,6,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-03-11,2017-03-11,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Kind Organics,6,6,1,1,microbiological (quality) generic e.coli,Class II,Spring,2019-04-10,2019-05-13,5.5,0,6,0,0,0.0,100.0,0.0,0.0
W,6,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-26,2012-09-26,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Future Seafoods,6,1,2,1,microbiological (quality) generic e.coli,Class II,Fall,2015-09-14,2015-09-29,2.3,0,6,0,0,0.0,100.0,0.0,0.0
White Spot,6,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-26,2012-09-26,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Kerry,6,3,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2014-06-02,2014-06-02,0.0,0,6,0,0,0.0,100.0,0.0,0.0
New Milano,6,2,2,1,"microbiological (pathogenic) listeria, microbiological (pathogenic) salmonella",Class I,Spring,2013-02-25,2013-03-06,1.3,6,0,0,0,100.0,0.0,0.0,0.0
Bulletproof,6,5,1,1,microbiological (pathogenic) listeria,Class I,Summer,2017-06-15,2017-06-15,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Gagan,6,5,2,2,"extraneous material (non-harmful) other, microbiological (pathogenic) salmonella",Class II,Fall,2011-10-04,2014-07-18,169.5,0,5,1,0,0.0,83.33,16.67,0.0
Centennial,6,5,2,2,microbiological (pathogenic) listeria,Class I,Summer,2013-06-18,2019-10-11,384.2,6,0,0,0,100.0,0.0,0.0,0.0
Soft Serve On The Go,6,6,1,1,microbiological (pathogenic) listeria,Class I,Summer,2023-08-10,2023-08-10,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Your Fresh Market / Mon Marché Fraîcheur,6,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Winter,2014-12-01,2014-12-01,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Springer'S Meats Inc. Retail Store,6,6,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Gordon Choice,6,6,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-10-01,2019-10-01,0.0,0,6,0,0,0.0,100.0,0.0,0.0
Thornloe,6,4,1,1,microbiological (quality) generic e.coli,Class II,Fall,2020-11-12,2020-11-12,0.0,0,6,0,0,0.0,100.0,0.0,0.0
Vanessa Meats And Deli Inc.,6,4,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Sunspun,6,5,2,3,microbiological (pathogenic) e.coli,Class I,Spring,2012-03-17,2017-05-19,314.8,3,3,0,0,50.0,50.0,0.0,0.0
Country Morning,6,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-02-18,2012-03-17,4.5,6,0,0,0,100.0,0.0,0.0,0.0
Metzger Meats,6,5,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Lotus Foods,6,6,1,1,microbiological (quality) molds,Class III,Winter,2013-12-02,2013-12-02,0.0,0,0,6,0,0.0,0.0,100.0,0.0
Ocean'S,6,4,2,2,microbiological (other),Class II,Summer,2013-05-22,2016-07-12,191.2,0,4,2,0,0.0,66.67,33.33,0.0
Creative Baker,6,3,1,1,microbiological (pathogenic) e.coli,Class II,Spring,2017-04-11,2017-05-19,6.2,0,6,0,0,0.0,100.0,0.0,0.0
Ryding Regency Meat Packers Ltd.,6,5,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-09-24,2019-09-25,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Selection,6,6,3,3,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2011-04-03,2023-03-29,729.5,3,1,2,0,50.0,16.67,33.33,0.0
Longos,6,5,1,3,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-06,2017-05-06,344.8,6,0,0,0,100.0,0.0,0.0,0.0
Pratt'S,6,6,1,1,microbiological (pathogenic) listeria,Class I,Summer,2013-06-18,2013-06-18,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Wawona Packing,6,6,1,1,microbiological (pathogenic) listeria,Class I,Summer,2014-07-21,2014-07-21,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Northfork Canadian Bison Ranch,6,5,1,1,microbiological (pathogenic) e.coli,Class I,Summer,2019-07-16,2019-07-16,0.0,6,0,0,0,100.0,0.0,0.0,0.0
"Tip Top Poultry, Inc.",6,5,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-09-27,2019-09-30,0.3,0,6,0,0,0.0,100.0,0.0,0.0
Picoudi,6,3,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2020-08-28,2020-08-28,0.0,0,6,0,0,0.0,100.0,0.0,0.0
Ecoideas,6,4,1,2,microbiological (pathogenic) salmonella,Class II,Spring,2019-04-26,2020-03-18,54.3,0,6,0,0,0.0,100.0,0.0,0.0
Champ'S Mushrooms,6,3,1,2,microbiological (pathogenic) listeria,Class I,Fall,2012-09-27,2015-06-16,165.2,6,0,0,0,100.0,0.0,0.0,0.0
Tour Eiffel,6,4,2,1,microbiological (pathogenic) clostridium perfringens,Class II,Winter,2012-02-21,2012-02-29,1.2,0,6,0,0,0.0,100.0,0.0,0.0
Harmonic Arts Botanical Dispensary,6,2,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2014-06-03,2014-07-23,8.3,2,4,0,0,33.33,66.67,0.0,0.0
None / Aucune – Matar Meat Shop,6,6,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Bassé,6,5,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-02,2016-06-07,0.7,6,0,0,0,100.0,0.0,0.0,0.0
Simplythick,6,2,1,1,microbiological (other),Class I,Summer,2011-06-04,2011-06-04,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Back 2 The Garden,6,3,1,2,microbiological (pathogenic) salmonella,Class II,Fall,2014-05-30,2015-11-16,89.0,2,4,0,0,33.33,66.67,0.0,0.0
Kopi Thyme,6,6,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Winter,2023-12-07,2023-12-07,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Inverloch Cheese Co.,6,6,1,1,microbiological (pathogenic) listeria,Class I,Fall,2015-11-26,2015-11-26,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Lavergne Western Beef Inc.,6,6,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-05,2012-10-05,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Central Epicure,6,5,2,1,microbiological (pathogenic) listeria,Class I,Spring,2013-03-29,2013-04-05,1.2,6,0,0,0,100.0,0.0,0.0,0.0
Sealtest,6,2,1,1,microbiological (quality) acc,Class III,Fall,2014-09-16,2014-09-16,0.0,0,0,6,0,0.0,0.0,100.0,0.0
Sunsprout,6,5,1,2,microbiological (pathogenic) salmonella,Class I,Fall,2013-06-12,2020-09-22,443.2,4,2,0,0,66.67,33.33,0.0,0.0
Premium Sausage,6,6,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-05,2012-10-05,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Brandt,6,4,2,3,microbiological (pathogenic) listeria,Class I,Summer,2012-10-10,2020-08-23,479.0,5,0,1,0,83.33,0.0,16.67,0.0
Venerica Meats Inc.,6,6,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Fresh St. Market,6,4,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2023-11-30,2023-11-30,0.0,0,6,0,0,0.0,100.0,0.0,0.0
Les Spécialités Prodal (1975) Ltee,6,6,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-09-12,2019-09-12,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Prepared For Reddi Food Solutions Inc. Est 442,6,6,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-18,2012-09-18,0.0,6,0,0,0,100.0,0.0,0.0,0.0
Janes,5,5,1,3,microbiological (pathogenic) salmonella,Class I,Fall,2017-10-17,2019-03-21,103.8,5,0,0,0,100.0,0.0,0.0,0.0
None / Aucune – Al Jazeera Food And Meat Market,5,5,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,5,0,0,0,100.0,0.0,0.0,0.0
Organic By Nature,5,3,1,1,microbiological (pathogenic) listeria,Class I,Spring,2016-04-23,2016-05-03,1.8,5,0,0,0,100.0,0.0,0.0,0.0
Osoleo Wildcrafters,5,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2014-10-31,2014-11-04,0.6,5,0,0,0,100.0,0.0,0.0,0.0
Henry'S Gourmet,5,5,1,1,microbiological (other),Class III,Summer,2017-07-24,2017-07-24,0.0,0,0,5,0,0.0,0.0,100.0,0.0
Les Œufs Richard Eggs Inc.,5,5,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2020-11-19,2020-11-19,0.0,0,5,0,0,0.0,100.0,0.0,0.0
